"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.476196270E0,-2.243168354E0,-1.610244751E0,-5.567797422E-1,2.816859262E0
1.480911218E0,-1.951538682E0,-1.122433662E0,-3.556962907E-1,2.279228028E0
1.485626166E0,-1.649837494E0,-7.319374084E-1,3.408400416E-1,1.836809206E0
1.490341114E0,-1.366670370E0,-2.715187073E-1,8.216687441E-1,1.617606205E0
1.495056061E0,-6.970033646E-1,-6.860218048E-1,1.463162422E0,1.759910191E0
1.499771009E0,1.052706480E0,-3.542490005E0,2.033347368E0,4.218047877E0
1.504485957E0,2.212922812E0,-7.492844582E0,2.333782434E0,8.153912420E0
1.509200905E0,3.337068081E0,-9.790835381E0,1.728719115E0,1.048737101E1
1.513915853E0,4.327517986E0,-1.096207619E1,1.222942472E0,1.184863345E1
1.518630801E0,5.101343155E0,-1.134449291E1,7.705672979E-1,1.246254370E1
1.523345749E0,5.552118778E0,-1.068332672E1,6.028447151E-1,1.205499542E1
1.528060697E0,5.540810585E0,-9.034591675E0,6.112490892E-1,1.061593397E1
1.532775645E0,4.612280846E0,-6.715842247E0,9.907582998E-1,8.207147720E0
1.537490541E0,2.856120586E0,-4.767997742E0,1.410166979E0,5.734090876E0
1.542205489E0,1.342894554E0,-3.031587601E0,1.653724432E0,3.705225184E0
1.546920436E0,3.352388144E-1,-1.429371834E0,1.530393839E0,2.120753216E0
1.551635384E0,-4.119050503E-1,-2.424440384E-1,1.127212048E0,1.224357743E0
1.556350332E0,-1.156832218E0,4.111995697E-1,6.126331091E-1,1.372102472E0
1.561065280E0,-1.741761923E0,7.383737564E-1,6.888106465E-2,1.893059693E0
1.565780228E0,-2.209792137E0,7.400894165E-1,-4.220371544E-1,2.368338868E0
1.570495176E0,-2.536802769E0,4.555578232E-1,-6.924223900E-1,2.668773123E0
1.575210124E0,-2.732494354E0,-9.414672852E-3,-7.708746791E-1,2.839165688E0
1.579925072E0,-2.677988529E0,-4.634933472E-1,-6.674244404E-1,2.798553917E0
1.584640020E0,-2.608035088E0,-8.161478043E-1,-4.257987142E-1,2.765727536E0
1.589354968E0,-2.503877401E0,-1.077293396E0,-1.520928741E-1,2.730035777E0
1.594069916E0,-2.352049828E0,-1.142368317E0,1.573831141E-1,2.619525378E0
1.598784864E0,-1.953833580E0,-5.970907211E-1,3.297463357E-1,2.069472308E0
1.603499811E0,-1.659212828E0,1.743316650E-2,5.266776681E-1,1.740884973E0
1.608214759E0,-1.891464949E0,-4.534702301E-1,1.057605863E0,2.214002047E0
1.612929707E0,-2.094302416E0,-1.161849022E0,1.292075872E0,2.721296716E0
1.617644655E0,-2.295009136E0,-1.896884918E0,1.370183945E0,3.277597195E0
1.622359499E0,-2.454702616E0,-2.567803383E0,1.288262248E0,3.778729782E0
1.627074499E0,-2.377905846E0,-2.845642090E0,1.123507857E0,3.874839999E0
1.631789447E0,-2.118882418E0,-2.497960091E0,7.948441505E-1,3.370644529E0
1.636504395E0,-1.636987329E0,-1.727293968E0,4.358307123E-1,2.419342964E0
1.641219343E0,-1.120582104E0,-7.737102509E-1,1.461998820E-1,1.369564241E0
1.645934291E0,-9.135100245E-1,-3.916730881E-1,8.739626408E-2,9.977707552E-1
1.650649239E0,-1.089770555E0,-8.655538559E-1,3.155674338E-1,1.427013015E0
1.655364186E0,-1.168561459E0,-1.300031662E0,4.093735814E-1,1.795328642E0
1.660079134E0,-1.100692630E0,-1.308374405E0,3.310003281E-1,1.741530668E0
1.664794082E0,-8.431263566E-1,-1.268757820E0,2.578712702E-1,1.545026230E0
1.669509030E0,-6.159857512E-1,-1.210117340E0,2.385456562E-1,1.378668362E0
1.674223978E0,-4.483973980E-1,-1.204308510E0,2.494716644E-1,1.309066585E0
1.678938926E0,-1.408863068E-1,-7.789545059E-1,3.334169388E-1,8.589446599E-1
1.683653874E0,1.519910097E-1,-9.291362762E-2,3.894827366E-1,4.282884674E-1
1.688368822E0,2.775239944E-1,2.761459351E-2,5.123729706E-1,5.833594040E-1
1.693083770E0,2.228986025E-1,-1.958065033E-1,8.721662164E-1,9.212480028E-1
1.697798718E0,2.561759949E-1,-2.942199707E-1,1.209288716E0,1.270657598E0
1.702513666E0,4.341071844E-1,-2.726850510E-1,1.275358200E0,1.374534366E0
1.707228561E0,6.647911072E-1,-1.651220322E-1,1.119307518E0,1.312273532E0
1.711943509E0,1.052251458E0,-1.978302002E-2,7.951657772E-1,1.319057661E0
1.716658457E0,1.280720115E0,3.905105591E-2,5.041306019E-1,1.376922896E0
1.721373405E0,1.426946282E0,1.167869568E-2,2.458968163E-1,1.448025321E0
1.726088353E0,1.495974064E0,-2.041721344E-2,3.909850121E-2,1.496624186E0
1.730803301E0,1.592828631E0,-4.599571228E-3,-1.932609081E-1,1.604516745E0
1.735518249E0,1.574331522E0,-2.680587769E-2,-4.417922497E-1,1.635365001E0
1.740233197E0,1.727051020E0,9.443664551E-2,-7.207040787E-1,1.873776367E0
1.744948145E0,1.811779857E0,2.106571198E-1,-1.096139431E0,2.128014174E0
1.749663093E0,1.838526368E0,2.024669647E-1,-1.424079418E0,2.334346647E0
1.754378041E0,1.788615823E0,2.562007904E-1,-1.598943233E0,2.412758768E0
1.759092989E0,1.819988132E0,2.999572754E-1,-1.840018749E0,2.605379082E0
1.763807936E0,1.846830606E0,2.716588974E-1,-1.965427399E0,2.710624781E0
1.768522884E0,1.707303047E0,2.336654663E-1,-1.932794809E0,2.589436043E0
1.773237832E0,1.512318254E0,2.434797287E-1,-1.776383877E0,2.345619013E0
1.777952780E0,1.357772470E0,3.012046814E-1,-1.611737251E0,2.128841776E0
1.782667728E0,1.253005266E0,2.731161118E-1,-1.496360064E0,1.970712574E0
1.787382676E0,1.021643639E0,2.215204239E-1,-1.434831619E0,1.775265839E0
1.792097572E0,6.980535984E-1,2.372274399E-1,-1.374485016E0,1.559732267E0
1.796812520E0,4.834179878E-1,3.534603119E-1,-1.339013815E0,1.466828258E0
1.801527416E0,2.011208534E-1,5.126819611E-1,-1.213787317E0,1.332881106E0
1.806242416E0,-2.917057276E-2,6.670303345E-1,-1.051529408E0,1.245590015E0
1.810957364E0,-1.173130870E-1,7.830066681E-1,-9.334201813E-1,1.223983267E0
1.815672311E0,-1.501981020E-1,9.609317780E-1,-7.402381897E-1,1.222252809E0
1.820387259E0,-1.238964796E-1,1.200687885E0,-4.534795284E-1,1.289436085E0
1.825102207E0,-1.635379195E-1,1.344811916E0,-1.267669201E-1,1.360637201E0
1.829817155E0,-2.324015796E-1,1.384153843E0,2.628793716E-1,1.427934844E0
1.834532103E0,-3.606212437E-1,1.376319408E0,7.531127930E-1,1.609807962E0
1.839247051E0,-5.439686179E-1,1.335895061E0,1.061686993E0,1.791004395E0
1.843961999E0,-6.869074106E-1,1.282205105E0,1.250879645E0,1.918486802E0
1.848676895E0,-8.565804958E-1,1.239226818E0,1.430706978E0,2.077579291E0
1.853391895E0,-9.099822044E-1,1.283415318E0,1.605778217E0,2.248053863E0
1.858106843E0,-8.240328431E-1,1.357240200E0,1.709429264E0,2.333083688E0
1.862821791E0,-7.475902438E-1,1.441387653E0,1.770952582E0,2.402657401E0
1.867536739E0,-5.234606862E-1,1.521299839E0,1.795906901E0,2.411150325E0
1.872251686E0,-2.715119123E-1,1.577629566E0,1.785219073E0,2.397840884E0
1.876966582E0,-9.645035863E-2,1.553122520E0,1.891937017E0,2.449677104E0
1.881681582E0,8.356136084E-2,1.529164314E0,1.929597855E0,2.463467857E0
1.886396478E0,1.686485112E-1,1.405579090E0,1.836154103E0,2.318524701E0
1.891111426E0,2.690648735E-1,1.254320145E0,1.769178271E0,2.185339033E0
1.895826374E0,8.937993646E-2,1.027827263E0,1.642374754E0,1.939539246E0
1.900541322E0,-2.051478624E-2,8.600196838E-1,1.627557278E0,1.840922976E0
1.905256270E0,-3.510798514E-1,6.551418304E-1,1.357307911E0,1.547498835E0
1.909971218E0,-5.384759307E-1,5.133867264E-1,1.042739391E0,1.280947968E0
1.914686166E0,-7.017545700E-1,3.772239685E-1,6.842510700E-1,1.050217561E0
1.919401114E0,-8.451626897E-1,2.896203995E-1,4.633395672E-1,1.006411199E0
1.924116061E0,-9.301626682E-1,1.883897781E-1,2.507917881E-1,9.816261095E-1
1.928831009E0,-8.471140862E-1,1.833143234E-1,9.920310974E-2,8.723804635E-1
1.933545957E0,-9.874603748E-1,2.578353882E-2,-1.343729496E-1,9.968946145E-1
1.938260905E0,-9.973322153E-1,-5.003738403E-2,-3.252019882E-1,1.050205514E0
1.942975853E0,-8.913902640E-1,-1.351137161E-1,-4.493615627E-1,1.007352040E0
1.947690801E0,-7.323374748E-1,-1.291885376E-1,-5.070269108E-1,9.000467452E-1
1.952405749E0,-5.258588195E-1,1.517295837E-2,-4.027144909E-1,6.625229640E-1
1.957120697E0,-3.970289826E-1,7.801628113E-2,-2.896924019E-1,4.976346460E-1
1.961835645E0,-2.078684270E-1,2.265472412E-1,-3.348970413E-1,4.546305794E-1
1.966550593E0,-2.601248026E-2,4.364881516E-1,-3.368353844E-1,5.519570923E-1
1.971265541E0,1.003217101E-1,6.263685226E-1,-4.240026474E-1,7.630073503E-1
1.975980489E0,1.327621043E-1,8.437414169E-1,-5.571541786E-1,1.019777492E0
1.980695436E0,9.049099684E-2,9.833040237E-1,-5.873966217E-1,1.148960493E0
1.985410384E0,-9.778201580E-2,1.069102287E0,-6.580820084E-1,1.259211242E0
1.990125280E0,-3.884032965E-1,1.039249420E0,-5.877823830E-1,1.255541560E0
1.994840228E0,-8.236373663E-1,8.749017715E-1,-5.676043034E-1,1.328911685E0
1.999555176E0,-1.254893661E0,6.145687103E-1,-4.015808105E-1,1.453863799E0
2.004270124E0,-1.757812262E0,1.918210983E-1,-3.245370388E-1,1.797782960E0
2.008985072E0,-2.083686829E0,-2.783441544E-1,-3.554003239E-1,2.132026186E0
2.013700020E0,-2.385403156E0,-7.337541580E-1,-4.365122318E-1,2.533591583E0
2.018414968E0,-2.681592226E0,-1.231827736E0,-6.149811745E-1,3.014388542E0
2.023129916E0,-2.919228077E0,-1.758242607E0,-9.091005325E-1,3.527006296E0
2.027844864E0,-3.026331186E0,-2.141166687E0,-1.389581203E0,3.959066955E0
2.032559811E0,-3.112510920E0,-2.404909134E0,-1.759377718E0,4.308911942E0
2.037274759E0,-3.096722126E0,-2.440068245E0,-1.917942286E0,4.384304229E0
2.041989707E0,-2.917623758E0,-2.142168045E0,-1.846670628E0,4.063447395E0
2.046704655E0,-2.728737354E0,-1.540539742E0,-1.599112034E0,3.518015000E0
2.051419603E0,-2.429760456E0,-6.500368118E-1,-1.281414509E0,2.822818959E0
2.056134551E0,-2.092228174E0,2.757997513E-1,-1.047176838E0,2.355857289E0
2.060849499E0,-1.711173654E0,1.117667198E0,-8.012390137E-1,2.195285675E0
2.065564447E0,-1.253349304E0,1.842326164E0,-4.195251465E-1,2.267388701E0
2.070279395E0,-8.765725493E-1,2.445310116E0,1.260881424E-1,2.600734361E0
2.074994343E0,-4.850399792E-1,2.860015392E0,7.350673676E-1,2.992536693E0
2.079709291E0,-1.741474271E-1,3.125134945E0,1.325832009E0,3.399209653E0
2.084424239E0,1.139623523E-1,3.236486912E0,1.735234737E0,3.674081456E0
2.089139186E0,3.844224215E-1,3.256877899E0,1.809594989E0,3.745619878E0
2.093854134E0,5.136066675E-1,3.144051552E0,1.676967621E0,3.600148937E0
2.098569082E0,4.979688525E-1,2.793456078E0,1.270627737E0,3.108997376E0
2.103284030E0,2.861627936E-1,2.157483578E0,8.315585852E-1,2.329831370E0
2.107998926E0,2.316555381E-1,1.574904442E0,4.438381195E-1,1.652567870E0
2.112713926E0,4.806240797E-1,1.111788750E0,3.333723545E-1,1.256268624E0
2.117428822E0,6.441090107E-1,6.864757538E-1,7.192735672E-1,1.184685546E0
2.122143822E0,6.970403194E-1,2.703180313E-1,1.327414274E0,1.523471595E0
2.126858718E0,7.528566122E-1,-1.700277328E-1,1.846094489E0,2.000941621E0
2.131573666E0,7.678041458E-1,-5.389232635E-1,1.830871582E0,2.057195236E0
2.136288614E0,7.604801059E-1,-9.081296921E-1,1.678938985E0,2.054717899E0
2.141003561E0,9.450820088E-1,-1.181911469E0,1.838490725E0,2.381206179E0
2.145718509E0,1.100697041E0,-1.298259735E0,1.907072425E0,2.556156793E0
2.150433457E0,1.193135977E0,-1.367439270E0,1.507659793E0,2.359343482E0
2.155148353E0,1.231974125E0,-1.250960350E0,1.237735033E0,2.148173655E0
2.159863353E0,1.265969634E0,-1.020326614E0,1.109992981E0,1.968712760E0
2.164578301E0,1.182284117E0,-5.129623413E-1,1.008663893E0,1.636560095E0
2.169293249E0,1.464951992E0,2.608613968E-1,3.040978909E-1,1.518752295E0
2.174008197E0,1.727280736E0,1.008334160E0,-8.946354389E-1,2.191029230E0
2.178723145E0,1.870423555E0,1.322182655E0,-2.663719893E0,3.513126089E0
2.183438093E0,1.505231857E0,1.245025635E0,-4.391973019E0,4.806790902E0
2.188153041E0,9.015035629E-1,1.178187370E0,-5.366611481E0,5.567885859E0
2.192867989E0,3.646389842E-1,1.279576302E0,-5.127764702E0,5.297570003E0
2.197582936E0,4.025653601E-1,1.693286896E0,-3.710789204E0,4.098687094E0
2.202297884E0,1.029271126E0,2.186054230E0,-1.867554903E0,3.053848959E0
2.207012832E0,2.063599110E0,2.682393551E0,-6.058216095E-2,3.384870255E0
2.211727780E0,3.335788250E0,3.183005810E0,1.292950392E0,4.788604175E0
2.216442728E0,4.525369644E0,3.521206379E0,2.274348974E0,6.168511006E0
2.221157676E0,5.356712818E0,3.578434944E0,3.146469116E0,7.169367947E0
2.225872624E0,5.465874672E0,3.326720238E0,3.418431282E0,7.254552081E0
2.230587572E0,5.206564903E0,2.928389549E0,2.831400394E0,6.610643814E0
2.235302520E0,4.492784977E0,2.387588024E0,1.619607925E0,5.339365436E0
2.240017468E0,3.448257446E0,1.761243343E0,1.928076744E-1,3.876806976E0
2.244732416E0,2.538844824E0,1.173611641E0,-1.065592766E0,2.993089585E0
2.249447364E0,1.712162018E0,3.192210197E-1,-1.869670391E0,2.555204142E0
2.254162311E0,1.210428476E0,-5.287351608E-1,-2.207179070E0,2.572224215E0
2.258877259E0,9.305777550E-1,-1.422641754E0,-2.342710495E0,2.894508073E0
2.263592207E0,6.980338097E-1,-2.324290276E0,-2.315431118E0,3.354220885E0
2.268307155E0,3.249603510E-1,-3.080627441E0,-2.035772800E0,3.706782373E0
2.273022103E0,-9.422421455E-2,-3.600984573E0,-1.591004848E0,3.937926425E0
2.277737051E0,-5.506595373E-1,-3.914442062E0,-1.110687256E0,4.106057570E0
2.282451999E0,-8.188503981E-1,-3.911649227E0,-1.310762882E0,4.205902398E0
2.287166947E0,-9.982393384E-1,-3.607782841E0,-1.386754990E0,3.991950426E0
2.291881895E0,-1.264035106E0,-3.147024155E0,-1.481206894E0,3.700745822E0
2.296596843E0,-1.003969669E0,-2.544525623E0,-1.473702908E0,3.107147567E0
2.301311791E0,-6.208764911E-1,-1.839527130E0,-1.525943756E0,2.469382924E0
2.306026739E0,-4.501004219E-1,-9.084868431E-1,-1.350986004E0,1.689112760E0
2.310741686E0,-3.588466644E-1,-6.733465195E-2,-1.035408497E0,1.097896006E0
2.315456634E0,-5.487836599E-1,7.554922104E-1,-6.942253113E-1,1.163563822E0
2.320171582E0,-6.480023265E-1,1.593255043E0,-3.849549294E-1,1.762543317E0
2.324886530E0,-6.958680153E-1,2.326375008E0,-2.700886726E-1,2.443194806E0
2.329601478E0,-7.215235829E-1,2.878667831E0,-1.966605186E-1,2.974222608E0
2.334316426E0,-7.348838449E-1,3.050262451E0,6.874799728E-2,3.138292780E0
2.339031374E0,-5.400919914E-1,3.009583950E0,3.244342804E-1,3.074825607E0
2.343746322E0,-2.950302362E-1,2.891562462E0,6.888017654E-1,2.987076193E0
2.348461270E0,2.146507502E-1,2.410055161E0,1.127779484E0,2.669518193E0
2.353176218E0,9.304900169E-1,1.866955280E0,1.588246346E0,2.621804749E0
2.357891166E0,1.636308908E0,1.458668709E0,2.184102297E0,3.094434373E0
2.362606114E0,2.198406219E0,1.305114746E0,2.785274029E0,3.780749373E0
2.367321061E0,2.593774796E0,1.525812149E0,3.267094851E0,4.441810348E0
2.372035957E0,3.047767639E0,1.350016117E0,3.019916534E0,4.497924741E0
2.376750905E0,3.545813560E0,7.520737648E-1,1.346011162E0,3.866543004E0
2.381465905E0,3.434284210E0,4.010171890E-1,6.654944420E-1,3.521080186E0
2.386180853E0,3.069168329E0,1.864423752E-1,8.825397491E-2,3.076092287E0
2.390895801E0,2.700689316E0,1.556520462E-1,-5.049562454E-1,2.751895919E0
2.395610749E0,2.400922775E0,3.181352615E-1,-5.270047188E-1,2.478583102E0
2.400325697E0,2.226988792E0,4.874844551E-1,-3.471746445E-1,2.306003124E0
2.405040645E0,1.972707868E0,5.919780731E-1,-1.570758820E-1,2.065596089E0
2.409755593E0,1.217478514E0,3.649878502E-1,5.199909210E-1,1.373266405E0
2.414470541E0,5.932331085E-1,-6.296873093E-2,8.177585602E-1,1.012234975E0
2.419185436E0,1.235896349E-1,-4.899520874E-1,1.108644009E0,1.218367343E0
2.423900436E0,-1.486848593E-1,-1.029968739E0,1.416046619E0,1.757307832E0
2.428615332E0,-2.001425028E-1,-1.558629513E0,1.568088531E0,2.219974014E0
2.433330280E0,-8.516669273E-3,-1.928526402E0,1.565463543E0,2.483940965E0
2.438045228E0,1.952842474E-1,-2.140275002E0,1.599581242E0,2.679099320E0
2.442760228E0,3.678911924E-1,-2.174909115E0,1.598528862E0,2.724127036E0
2.447475176E0,4.859377146E-1,-2.008798599E0,1.548099041E0,2.582250552E0
2.452190124E0,5.693503618E-1,-1.594381809E0,1.243031025E0,2.100318861E0
2.456905072E0,8.346986771E-2,-1.500537395E0,1.046905994E0,1.831554491E0
2.461620020E0,-1.432198286E-1,-1.335780621E0,2.105116844E-1,1.359829752E0
2.466334968E0,-2.105458975E-1,-1.086846352E0,-6.573939323E-1,1.287529164E0
2.471049916E0,-1.044404507E-1,-7.443189621E-1,-9.358735085E-1,1.200324018E0
2.475764864E0,-1.118299961E-1,-5.276012421E-1,-7.315602303E-1,9.088725924E-1
2.480479811E0,-2.722322941E-2,-3.927145004E-1,-2.370228767E-1,4.595058511E-1
2.485194707E0,2.021517754E-1,-3.005909920E-1,4.130582809E-1,5.493973318E-1
2.489909707E0,1.933479309E-1,-3.174662590E-1,1.289580822E0,1.342083062E0
2.494624655E0,4.716742039E-1,-5.052556992E-1,1.723368168E0,1.856813862E0
2.499339551E0,6.683223248E-1,-6.586894989E-1,1.744182110E0,1.980580172E0
2.504054551E0,7.967667580E-1,-6.592493057E-1,1.305401325E0,1.665388703E0
2.508769499E0,1.267055273E0,-6.560549736E-1,9.479398727E-1,1.713016986E0
2.513484447E0,1.786442280E0,-6.065979004E-1,7.290725708E-1,2.022593347E0
2.518199395E0,2.039465427E0,-7.021613121E-1,6.628689766E-1,2.256511692E0
2.522914291E0,2.309074402E0,-7.940802574E-1,6.104121208E-1,2.516940803E0
2.527629291E0,2.156613827E0,-8.154001236E-1,3.950333595E-1,2.339211815E0
2.532344239E0,2.008831263E0,-7.281823158E-1,1.462435722E-1,2.141737544E0
2.537059186E0,1.856147289E0,-6.046977043E-1,-1.150894165E-2,1.952197359E0
2.541774134E0,1.216335177E0,-4.928302765E-1,-2.646675110E-1,1.338806124E0
2.546489082E0,7.398636341E-1,-2.733159065E-1,-5.509366989E-1,9.620972030E-1
2.551204030E0,2.591565847E-1,-2.517046928E-1,-5.266084671E-1,6.386187168E-1
2.555918978E0,-1.209349632E-1,-3.264446259E-1,-1.784782410E-1,3.912107381E-1
2.560633926E0,-3.628821373E-1,-1.428246498E-1,3.775663376E-1,5.428062872E-1
2.565348874E0,-7.443635464E-1,7.994627953E-2,8.683152199E-1,1.146490217E0
2.570063822E0,-7.347381115E-1,2.204823494E-2,1.016790390E0,1.254666854E0
2.574778770E0,-9.556889534E-1,-5.359935760E-2,6.470975876E-1,1.155400171E0
2.579493718E0,-8.762325048E-1,-2.838468552E-2,6.641292572E-2,8.792040546E-1
2.584208666E0,-5.821775198E-1,5.880570412E-2,-3.996438980E-1,7.085929866E-1
2.588923614E0,3.209304810E-2,-6.472897530E-2,-6.983757019E-1,7.021028593E-1
2.593638561E0,4.604363441E-1,-2.508797646E-1,-1.097248077E0,1.216098527E0
2.598353509E0,7.031669617E-1,-3.228325844E-1,-1.371560097E0,1.574751330E0
2.603068457E0,8.654503822E-1,-2.948224545E-1,-1.387981415E0,1.662052060E0
2.607783353E0,1.215506077E0,-9.064722061E-2,-1.543301582E0,1.966583768E0
2.612498353E0,1.490360260E0,-7.476568222E-3,-1.946871758E0,2.451844050E0
2.617213301E0,1.985774755E0,-1.128113270E-1,-2.426148415E0,3.137231886E0
2.621928249E0,2.088013172E0,-2.341272831E-1,-2.303283691E0,3.117648209E0
2.626643197E0,1.667603254E0,-5.565202236E-1,-1.666112900E0,2.422095698E0
2.631358145E0,1.079544544E0,-1.145185471E0,-1.184628487E0,1.969825078E0
2.636073093E0,6.264975071E-1,-1.478271723E0,-1.479353905E0,2.183179880E0
2.640788041E0,1.364207268E-1,-1.441195965E0,-1.746362686E0,2.268356025E0
2.645502989E0,-1.329641342E-1,-1.339619398E0,-1.785292625E0,2.235962735E0
2.650217936E0,-1.254990101E-1,-1.010699511E0,-1.486956596E0,1.802305030E0
2.654932884E0,-1.322157383E-1,-8.700542450E-1,-1.525302887E0,1.760972540E0
2.659647832E0,-4.762434959E-2,-9.459342957E-1,-1.503053665E0,1.776578197E0
2.664362780E0,1.228146553E-1,-7.989728451E-1,-1.692522049E0,1.875652402E0
2.669077728E0,1.156313419E-1,-6.499359608E-1,-1.892628670E0,2.004452704E0
2.673792676E0,1.173577309E-1,-5.710828304E-1,-2.079299927E0,2.159489898E0
2.678507624E0,1.949954033E-1,-6.154189110E-1,-2.276234627E0,2.366010930E0
2.683222572E0,2.385661602E-1,-6.016228199E-1,-2.292198181E0,2.381813664E0
2.687937520E0,4.488420486E-1,-4.438620806E-1,-2.265999794E0,2.352281403E0
2.692652468E0,5.577189922E-1,-3.429130316E-1,-2.135704994E0,2.233802955E0
2.697367416E0,7.849450111E-1,-2.652162313E-1,-2.020972252E0,2.184217746E0
2.702082364E0,8.147430420E-1,4.240953922E-2,-1.993494034E0,2.153978472E0
2.706797364E0,8.053610325E-1,3.506280184E-1,-1.967111588E0,2.154315297E0
2.711512311E0,7.194325924E-1,5.884488821E-1,-1.951241493E0,2.161295608E0
2.716227259E0,7.395169735E-1,6.652935147E-1,-2.170104027E0,2.387226906E0
2.720942207E0,7.268168926E-1,8.055904508E-1,-2.327011108E0,2.567531785E0
2.725657155E0,8.147361279E-1,9.327151775E-1,-2.274057388E0,2.589418770E0
2.730372103E0,7.879955769E-1,9.753469229E-1,-1.944780350E0,2.313959649E0
2.735087051E0,7.090151310E-1,1.148591757E0,-1.683548927E0,2.157846721E0
2.739801999E0,6.357440948E-1,1.322941899E0,-1.552111626E0,2.136210739E0
2.744516947E0,5.399961472E-1,1.340981245E0,-1.292100906E0,1.938904663E0
2.749231895E0,5.510036945E-1,1.284397602E0,-9.944295883E-1,1.715276210E0
2.753946843E0,5.777766705E-1,1.200950742E0,-7.928829193E-1,1.550732694E0
2.758661791E0,8.828184605E-1,1.104546070E0,-8.735980988E-1,1.662096295E0
2.763376739E0,1.226502419E0,9.996407032E-1,-1.178793907E0,1.973105368E0
2.768091686E0,1.465312719E0,8.856065273E-1,-1.526503563E0,2.293829421E0
2.772806634E0,1.666198969E0,7.003136873E-1,-1.658697128E0,2.453147861E0
2.777521582E0,1.805082560E0,5.492462516E-1,-1.599729538E0,2.473687346E0
2.782236530E0,1.791301250E0,4.611847103E-1,-1.521921158E0,2.395348726E0
2.786951478E0,1.768558502E0,4.601722956E-1,-1.487378120E0,2.356236701E0
2.791666426E0,1.722427130E0,4.793685079E-1,-1.338401794E0,2.233353699E0
2.796381374E0,1.581401825E0,5.618638992E-1,-1.385679245E0,2.176379963E0
2.801096322E0,1.254407883E0,8.030565977E-1,-1.385359764E0,2.034124065E0
2.805811270E0,9.854094982E-1,1.073117495E0,-1.643239975E0,2.196098962E0
2.810526218E0,7.076282501E-1,1.189411402E0,-1.967640877E0,2.405628368E0
2.815241166E0,5.937397480E-1,1.084371805E0,-2.286506653E0,2.599327177E0
2.819956166E0,5.396447182E-1,7.960439920E-1,-2.685379028E0,2.852396008E0
2.824671114E0,4.601404667E-1,4.013159871E-1,-2.924949646E0,2.987995014E0
2.829386061E0,4.697902203E-1,2.210950106E-1,-2.996019363E0,3.040677208E0
2.834101009E0,5.435914993E-1,2.847281396E-1,-2.990037918E0,3.052357873E0
2.838815957E0,6.322085857E-1,4.489578605E-1,-2.826441765E0,2.930874256E0
2.843530905E0,8.216571808E-1,6.847947836E-1,-2.787355423E0,2.985534236E0
2.848245853E0,9.361300468E-1,8.723939061E-1,-2.704939842E0,2.992341916E0
2.852960801E0,9.047143459E-1,9.257194400E-1,-2.540824890E0,2.851535666E0
2.857675749E0,8.662052155E-1,8.254334927E-1,-2.371590614E0,2.656330922E0
2.862390697E0,8.869812489E-1,6.620633602E-1,-1.987219810E0,2.274666174E0
2.867105645E0,9.362342358E-1,5.172132850E-1,-1.245471954E0,1.641719987E0
2.871820593E0,1.017065287E0,4.776452780E-1,-3.672866821E-1,1.182144795E0
2.876535489E0,1.181709528E0,5.916126966E-1,1.023693085E-1,1.325489520E0
2.881250489E0,1.258196115E0,5.717650056E-1,1.690025330E-1,1.392312660E0
2.885965436E0,1.242847681E0,5.181958675E-1,-9.473323822E-2,1.349878403E0
2.890680384E0,1.011491060E0,4.837792814E-1,-1.771020889E-1,1.135130701E0
2.895395332E0,7.609870434E-1,5.261600614E-1,-3.600635529E-1,9.927695868E-1
2.900110280E0,5.591285229E-1,6.553729773E-1,-7.100114822E-1,1.116357805E0
